slang,formal,unsure
ngalah,mengalah,0
ngelawan,melawan,0
sm,sama,0
slalu,selalu,0
GAK,enggak,0
NGOMONG,mengomong,0
SM,sama,0
Km,kamu,0
gk,enggak,0
Gw,gue,0
jgn2,jangan-jangan,1
Sbaiknya,sebaiknya,0
mngerti,mengerti,0
blajar,belajar,0
dlu,dulu,0
dr,dari,0
fakta2,fakta-fakta,0
yg,yang,0
da,ada,0
slama,selama,0
spt,seperti,0
Udh,sudah,0
ckup,cukup,0
sbr,sabar,0
kyk,kayak,0
gitu,begitu,0
Msh,masih,0
mnding,mending,0
cm,cuma,0
klo,kalau,0
gw,gue,0
lgsg,langsung,0
gw,gue,0
sm,sama,0
nilai2,nilai-nilai,0
udh,sudah,0
giti,begitu,0
gk,enggak,0
lg,lagi,0
nyinyirin,menyinyir,1
pdhl,padahal,0
nyerang,menyerang,0
ma,sama,0
borak,botak,0
hrs,harus,0
mrk,mereka,0
mrk,mereka,0
gk,enggak,0
hrs,harus,0
bs,bisa,0
ksh,kasih,0
telefisi,televisi,1
Sbar,sabar,0
krn,karena,0
tdk,tidak,0
lancr,lancar,0
keputihn,keputihan,0
konsul,konsultasi,0
GRATISSS,gratis,0
km,kami,0
pengen,pengin,0
nyoo,nya,0
Saket,sakit,0
ati,hati,0
ma,sama,0
trus,terus,0
pedes,pedas,0
smua,semua,0
komentnya,komentarnya,1
Pinter,pintar,0
th,tahun,0
bngt,banget,0
kluarga,keluarga,0
idung,hidung,0
ngangenin,mengangeni,1
mn,mana,0
brsma,bersama,0
ngakak,mengakak,0
Bsk,besok,0
gini,begini,0
sndiri,sendiri,0
mpe,sampai,0
negri,negeri,0
tdk,tidak,0
bs,bisa,0
brkurang,berkurang,0
Amiiiiiiiiiiiiiin,amin,0
utk,untuk,0
sbg,sebagai,0
ngurus,mengurus,1
sprti,seperti,0
thu,itu,0
ngrusin,mengurusi,0
rame,ramai,0
bner,benar,0
aqu,aku,0
kerennn,keren,0
klian,kalian,0
kcantikan,kecantikan,0
klian,kalian,0
jalan2,Jalan-jalan,0
liat,lihat,0
Karna,karena,0
Aq,aku,0
liat,lihat,0
kyk,kayak,0
byk,banyak,0
Ngurusin,mengurusi,0
Kehidupanx,kehidupannya,1
kek,kayak,0
gini,begini,0
gak,enggak,0
ngalir,mengalir,0
ngrusak,merusak,0
anak2nya,anak-anaknya,1
tdk,tidak,0
gkhianati,mengkhianati,0
org,orang,0
yg,yang,0
kpd,kepada,0
hdup,hidup,0
krn,karena,0
sdh,sudah,0
hdup,hidup,0
dg,dengan,0
skr,sekarang,0
hr,hari,0
sp,sampai,0
pljaran,pelajaran,0
utk,untuk,0
org,orang,0
spy,supaya,0
tdk,tidak,0
mngikuti,mengikuti,0
klkuan,kelakuan,0
spy,supaya,0
tdk,tidak,0
tdk,tidak,0
bljr,belajar,0
jd,jadi,0
maen,main,0
gemesin,menggemaskan,1
Ngk,enggak,0
bingitz,banget,0
adlh,adalah,0
sm,sama,0
sperti,seperti,0
mkn,makan,0
jug,juga,0
puny,punya,0
berkta,berkata,0
sperti,seperti,0
akn,akan,0
sperti,seperti,0
pernh,pernah,0
akn,akan,0
ap,apa,0
yg,yang,0
tlah,telah,0
km,kamu,0
pdku,padaku,0
mudh,mudah,0
melkukn,melakukan,0
blas,balas,0
sperti,seperti,0
ap,apa,0
yg,yang,0
perlkukn,perlakukan,1
leh,oleh,0
mkhluk,makhluk,0
bgi,bagi,0
sm,sama,0
mkhluk,makhluk,0
ucpkn,ucapkan,1
amiin,amin,0
cantiqeee,cantik,0
Namain,menamai,0
bngt,banget,0
trus,terus,0
klo,kalau,0
org,orang,0
yg,yang,0
g,enggak,0
dg,dengan,0
ttap,tetap,0
karna,karena,0
dg,dengan,0
Tidakkkk,tidak,0
kemuh,kamu,0
da,sudah,0
brbh,berubah,0
ngadain,mengadakan,1
udh,sudah,0
ampuuunn,ampun,0
skrnh,sekarang,0
pgen,pengin,0
tium,cium,0
kencengin,mengencangkan,0
kerrreeennn,keren,0
jdi,jadi,0
pulak,pula,0
Ngajak,mengajak,0
Meleleeeh,meleleh,0
ak,aku,0
Ak,aku,0
udh,sudah,0
gmn,bagaimana,0
ngasih,mengasih,0
menggajih,menggaji,0
ntahlah,entahlah,1
Ikut2an,ikut-ikutan,1
kya,kayak,0
gimana,bagaimana,0
tmbh,tambah,0
nahan,menahan,0
ntar,entar,0
bdampingan,berdampingan,0
sm,sama,0
org,orang,0
yg,yang,0
sdh,sudah,0
tdk,tidak,0
hrs,harus,0
ama,sama,0
td,tadi,0
ae,saja,0
it,itu,0
krna,karena,0
smpai,sampai,0
kpn,kapan,0
kemn,kemana,1
g,enggak,0
pdhl,padahal,0
dlm,dalam,0
adlh,adalah,0
skrang,sekarang,0
pake,pakai,0
kmarin,kemarin,0
jd,jadi,0
gak,enggak,0
km,kamu,0
bahagya,bahagia,0
thn,tahun,0
spt,seperti,0
koment,komentar,0
gituh,begitu,0
jdi,jadi,0
mnis,manis,0
gtu,begitu,0
ama,sama,0
ajah,saja,0
klau,kalau,0
lg,lagi,0
Pingn,pengin,0
ktmu,ketemu,0
sby,surabaya,0
uniq,unik,0
kk,kakak,0
pkai,pakai,0
Br,baru,0
Mksdny,maksudnya,0
tu,itu,0
knp,kenapa,0
Ngaca,mengaca,0
drpd,daripada,0
hrs,harus,0
ampyun,ampun,0
bgtuu,begitu,0
sp,siapa,0
bilng,bilang,0
bgt,banget,0
suksess,sukses,0
lgsung,langsung,0
hlg,hilang,0
bnget,banget,0
Bnr,benar,0
cabs,cabut,1
nntn,menonton,0
Pingin,pengin,0
gk,enggak,0
Aq,aku,0
lht,lihat,0
ber2,berdua,1
Bener2,benar-benar,1
mlengkapi,melengkapi,0
lg,lagi,0
sk,suka,0
sm,sama,0
dgn,dengan,0
Utk,untuk,0
yg,yang,0
cwo,cowok,0
cwe,cewek,0
z,saja,1
dn,dan,0
dri,dari,0
utk,untuk,0
mndapatkan,mendapatkan,0
dri,dari,0
sy,saya,0
astagaaaa,astaga,0
seneng,senang,0
bgt,banget,0
anju,anjir,1
kmu,kamu,0
inii,ini,0
cannntikk,cantik,0
banggett,banget,0
bg,banget,0
emng,memang,0
nyesel,menyesal,0
sm,sama,0
Jdi,jadi,0
ngerti,mengerti,0
bls,balas,0
tw,tahu,0
ni,ini,0
jdulnya,judulnya,0
ap,apa,0
yng,yang,0
kmren,kemarin,0
jelasssss,jelas,0
klo,kalau,0
blz,balas,0
dudukin,menduduki,0
hasiannn,kasihan,0
slmt,selamat,0
utk,untuk,0
goncengin,membonceng,1
mslh,masalah,0
yg,yang,0
km,kamu,0
ttp,tetap,0
sbr,sabar,0
kwat,kuat,0
sllu,selalu,0
km,kamu,0
milih,memilih,0
kli,kali,0
ama,sama,0
tsrh,terserah,0
blg,bilang,0
mrka,mereka,0
nnt,nanti,0
ama,sama,0
ikut2,ikut-ikut,0
elo,lo,0
mukanya,hancur,1
Tpi,tapi,0
Klw,kalau,0
liat,lihat,0
teringt,teringat,0
trmsuk,termasuk,0
ank,anak,0
yg,yang,0
dn,dan,0
pilihnmu,pilihanmu,1
q,aku,0
blm,belum,0
mantapp,mantap,0
gk,enggak,0
dksih,dikasih,1
lg,lagi,0
ama,sama,0
tu,itu,0
Jgn,jangan,0
omongin,mengomongkan,0
cakeep,cakep,0
bener,benar,0
ntr,entar,0
y,yang,0
tgl,tanggal,0
ademm,adem,0
diliatnya,dilihatnya,1
tau,tahu,0
Mungki,mungkin,0
ndut,gendut,0
udh,sudah,0
ngecek,mengecek,0
blom,belum,0
yah,yang,0
berkeluaraga,berkeluarga,0
brsma,bersama,0
Lucuuuu,lucu,0
bgt,banget,0
nungguin,menunggu,0
Klw,kalau,0
bgttt,banget,0
bingiiits,banget,0
kereen,keren,0
jgn,jangan,0
pgn,pengin,0
gni,begini,0
Skali,sekali,0
slamanya,selamanya,0
caraany,caranya,1
bangeeet,banget,0
udah,sudah,0
Emang,memang,0
buanget,banget,0
lhtnye,lihatnya,1
ktmu,ketemu,0
bsk,besok,0
tvv,tv,1
kli,kali,0
kya,kayak,0
Trteh,teteh,0
msih,masih,0
nyari,mencari,0
idupnya,hidupnya,1
bner,benar,0
blom,belum,0
pakek,pakai,0
ngatain,mengatai,1
orabg,orang,0
ajakin,mengajak,1
dn,dan,0
cpt,cepat,0
Hndk,hendak,0
brani,berani,0
ngomel,mengomel,0
d,di,0
aza,saja,0
kale,kali,0
y,ya,0
Gx,enggak,0
ama,sama,0
dlu,dulu,0
Naturalllll,natural,0
guanteng,ganteng,0
cucok,cocok,0
Mkin,makin,0
cntk,cantik,0
sj,saja,0
nie,ini,0
namax,namanya,0
Cocoooooooook,cocok,0
Smoga,semoga,0
hgga,hingga,0
ngiri,mengiri,0
Lucux,lucunya,0
bangke,bangkai,0
gmana,bagaimana,0
ngangkat,mengangkat,0
sampw,sampai,0
ngeliat,melihat,0
dg,dengan,0
ama,sama,0
mirippp,mirip,0
sangattt,sangat,0
Pakek,pakai,0
bngt,banget,0
sma,sama,0
kecantikanga,kecantikannya,1
ikut2,ikut-ikut,1
gmna,bagaimana,0
negri,negeri,0
shaaaay,sayang,0
km,kamu,0
bgt,banget,0
NGERASA,merasa,0
bangt,banget,0
kayanya,kayaknya,0
org,orang,0
mksud,maksud,0
bkan,bukan,0
kyk,kayak,0
Yg,yang,0
udah,sudah,0
aja,saja,0
gw,gue,0
jd,jadi,0
pdhal,padahal,0
kirim2,kirim-kirim,1
jelas2,jelas-jelas,1
gw,gue,0
org,orang,0
pake,pakai,0
surat2,surat-surat,0
berfikir,berpikir,0
Sapa2,siapa-siapa,1
Tp,tapi,0
mmg,memang,0
cm,cuma,0
to,tapi,0
jg,juga,0
sustematis,sistematis,0
sama2,sama-sama,1
mgkn,mungkin,0
kyknya,kayaknya,1
dgn,dengan,0
Mgkn,mungkin,0
yg,yang,0
bhwa,bahwa,0
pnya,punya,0
s/d,s.d.,1
thn,tahun,0
trn,turun,0
Skrg,sekarang,0
smkin,semakin,0
cantiikk,cantik,0
sukak,suka,0
inget,ingat,0
gni,begini,0
jh,juga,0
klian,kalian,0
ngirii,mengiri,0
macari,memacari,0
Akuu,aku,0
sukaa,suka,0
bangett,banget,0
samaa,sama,0
kaka,kakak,0
udh,sudah,0
cerdass,cerdas,0
cantikk,cantik,0
lagii,lagi,0
kalo,kalau,0
pake,pakai,0
hijabb,hijab,0
tambahh,tambah,0
Smoga,semoga,0
sy,saya,0
Jgn,jangan,0
d,di,0
elu,lu,0
bet,banget,0
papah,papa,0
bgt,banget,0
ma,sama,0
inih,ini,0
Bsok,besok,0
bsok,besok,0
msh,masih,0
kyk,kayak,0
aja,saja,0
inget,ingat,0
lg,lagi,0
jd,jadi,0
tp,tapi,0
gt,begitu,0
lagu2,lagu-lagu,1
tunggu2,tunggu-tunggu,1
sekrng,sekarang,0
mngkin,mungkin,0
ga,enggak,0
da,ada,0
lg,lagi,0
tp,tapi,0
lagu2nya,lagu-lagunya,1
ttap,tetap,0
msih,masih,0
bsa,bisa,0
bng,banget,0
ud,sudah,0
gk,enggak,0
than,tahan,0
lg,lagi,0
dsr,dasar,0
Kerreeen,keren,0
bgt,banget,0
emg,memang,0
kalok,kalau,0
sndri,sendiri,0
dr,dari,0
Mentri,menteri,1
ank,anak,0
Indo,indonesia,1
mlh,malah,0
cb,coba,0
tau,tahu,0
mmang,memang,0
ga,enggak,0
smoga,semoga,0
mnjmput,menjemput,1
PRNGEN,pengin,0
BUKTIIN,membuktikan,1
LUAAAAAAR,luar,0
BIASAAA,biasa,0
BANGEEEET,banget,0
Kasian,kasihan,0
nynyi,nyanyi,0
matax,matanya,1
cantixx,cantik,0
idjngx,hidungnya,1
mancunb,mancung,0
kkurangan,kekurangan,0
dk,di,0
matax,matanya,1
klebihan,kelebihan,0
kkrangan,kekurangan,0
klo,kalau,0
dnger,dengar,0
rekomendasiiin,merekomendasikan,0
Nambah,menambah,0
Jngn,jangan,0
Sk,suka,0
ati,hati,0
nyesek,menyesak,1
Nyeseeeeeeek,menyesak,1
rekomendain,merekomendasikan,1
ngapain,mengapai,1
pdhal,padahal,0
ngeliatin,melihati,0
kl,kalau,0
abis,habis,0
jgn,jangan,0
lngsung,langsung,0
kmu,kamu,0
smoga,semoga,0
dpt,dapat,0
hidiyah,hidayah,0
bngt,banget,0
Slmt,selamat,0
jln,jalan,0
mudh,mudah,0
d,di,0
gk,enggak,0
ngtif,negatif,0
sian,kasihan,0
pda,pada,0
sirikk,sirik,0
sma,sama,0
smpe,sampai,0
kaliann,kalian,0
dbnding,dibanding,1
msuk,masuk,0
nrka,neraka,0
pda,pada,0
fonis,vonis,0
nyindir,menyindir,0
nged,banget,0
Smog,semoga,0
mnerima,menerima,0
baikxa,baiknya,0
Betuuuuul,betul,0
spr,seperti,0
bgt,banget,0
skrng,sekarang,0
jd,jadi,0
jng,jangan,0
ngumung,mengomong,0
ngaku,mengaku,0
skrng,sekarang,0
gara2,gara-gara,0
rekomendasiin,merekomendasikan,0
banyk,banyak,0
bener2,benar-benar,1
seneng,senang,0
Jagain,menjaga,0
dpt,dapat,0
tai,tahi,0
lucuuuuuuu,lucu,0
ngeriiii,ngeri,0
spa,siapa,0
jga,juga,0
yg,yang,0
blg,bilang,0
w,gue,0
cntik,cantik,0
gk,enggak,0
mmg,memang,0
dsar,dasar,0
y,ya,0
jlek,jelek,0
gemes,gemas,0
pengen,pengin,0
nyubit,mencubit,0
Aq,aku,0
lht,lihat,0
fhoto,foto,0
imuutt,imut-imut,0
abizzz,habis,0
sm,sama,0
HARGS,harga,0
Slm,salam,0
aj,saja,0
dr,dari,0
aq,aku,0
anak2mu,anak-anakmu,1
jg,juga,0
dr,dari,0
ttap,tetap,0
mnghormati,menghormati,0
tetep,tetap,0
mnghormati,menghormati,0
wlopun,walaupun,0
yakitin,menyakiti,0
kndung,kandung,0
mnghormati,menghormati,0
mka,maka,0
hrus,harus,0
tetep,tetap,0
saranin,menyarankan,0
y,nya,1
emng,memang,0
aq,aku,0
sayng,sayang,0
dg,dengan,0
cma,cuma,0
dsni,disini,0
Kngen,kangen,0
Iyah,iya,0
ky,kayak,0
masi,masih,0
napa,kenapa,0
slut,salut,0
cakeep,cakep,0
balek,balik,0
Engga,enggak,0
alhamd,alhamdulillah,0
Trnyyata,ternyata,0
kk,kakak,0
mksd,maksud,0
apa2,apa-apa,1
cmn,cuman,0
ngasih,mengasih,1
tau,tahu,0
pake,pakai,0
tp,tapi,0
gk,enggak,0
mba,mbak,0
sndr,sendiri,0
jg,juga,0
tb,tiba,0
ngomong,mengomong,0
mbaa,mbak,0
syg,sayang,0
gk,enggak,0
dgn,dengan,0
pngn,pengin,0
pnya,punya,0
kyk,kayak,0
bngt,banget,0
bs,bisa,0
Mantaaap,mantap,0
aj,saja,0
udah,sudah,0
pake,pakai,0
lamgsung,langsung,0
bangeeeeetttt,banget,0
tahannn,tahan,0
ttp,tetap,0
aq,aku,0
PGN,pengin,0
KENCENG,kencang,0
TAU,tahu,0
TP,tapi,0
TEMEN,teman,0
NYARANIN,menyarankan,0
ALATNYA,memang,0
PAKE,pakai,0
UDAH,sudah,0
KELIATAN,kelihatan,0
SARANiN,menyarankan,0
KM,kamu,0
tp,tapi,0
bingits,banget,0
Sunggu,sungguh,0
udh,sudah,0
begete,banget,0
Ngk,enggak,0
mba,mbak,0
muka2,muka-muka,1
ngaca,mengaca,0
ngatain,mengatai,0
nggk,enggak,0
prnh,pernah,0
kslahan,kesalahan,0
ustzah,ustazah,0
bs,bisa,0
dgn,dengan,0
undangan2,undangan-undangan,1
jd,jadi,0
bener2,benar-benar,1
dlm,dalam,0
past,pasti,0
sgt,sangat,0
kgn,kangen,0
wktunya,waktunya,0
Dr,dari,0
anknya,anaknya,1
krn,karena,0
tdk,tidak,0
blg,bilang,0
byk,banyak,0
yg,yang,0
tp,tapi,0
blm,belum,0
Sebenernya,sebenarnya,0
klo,kalau,0
dh,sudah,0
pkai,pakai,0
tdung,tudung,0
DD,adik,1
BANGGG,bang,0
krn,karena,0
tdk,tidak,0
mb,mbak,0
km,kamu,0
nt,nanti,0
sma,sama,0
banyak2,banyak-banyak,1
kek,kayak,0
bener,benar,0
ngomel,mengomel,0
keles,kali,1
Bnyak,banyak,0
tingal,tinggal,0
pernikahn,pernikahan,0
ga,enggak,0
ngtain,mengatai,0
kyk,kayak,0
g,enggak,0
Pengen,pengin,0
Selamt,selamat,0
pgi,pagi,0
TLP,telepon,0
TH,tahun,0
MSH,masih,0
kyk,kayak,0
emng,memang,0
gak,enggak,0
ny,nya,0
tebel,tebal,0
GINI,begini,0
kya,kayak,0
satuin,menyatukan,1
agx,agak,0
tebel,tebal,0
gx,enggak,0
kyk,kayak,0
dl,dulu,0
BGTTT,banget,0
klo,kalau,0
qt,kita,0
udh,sudah,0
brubah,berubah,0
gmn,bagaimana,0
sy,saya,0
ttp,tetap,0
q,ku,0
pgen,pengin,0
jd,jadi,0
kyk,kayak,0
km,kamu,0
benar2,benar-benar,0
tp,tapi,0
keliatan,kelihatan,0
cantikkk,cantik,0
Cariin,mencarikan,1
Smoga,semoga,0
d,di,0
dpn,depan,0
Gw,gue,0
ngrasain,merasakan,0
gmna,bagaimana,0
skrg,sekarang,0
mskipun,meskipun,0
udh,sudah,0
th,tahun,0
yg,yang,0
sma,sama,0
gw,gue,0
sediiih,sedih,0
km,kamu,0
bgt,banget,0
gw,gue,0
udah,sudah,0
Dr,dari,0
udah,sudah,0
mb,mbak,0
dgn,dengan,0
klmbutan,kelembutan,0
jgn,jangan,0
gw,gue,0
pgn,pengin,0
dlu,dulu,0
wajahna,wajahnya,1
bangettt,banget,0
mulusssss,mulus,0
rb,ribu,0
ntr,entar,0
DLM,dalam,0
denger,dengar,0
cyiiin,cinta,1
sm,sama,0
ngomong,mengomong,0
qak,kak,0
ja,saja,0
gak,enggak,0
jalanin,menjalankan,0
rb,ribu,0
akuuu,aku,0
biasaaaahh,biasa,0
jalan2,jalan-jalan,0
jgn,jangan,0
ntar,entar,0
boro2,boro-boro,0
tante2,tante-tante,0
msh,masih,0
jng,jangan,0
krn,karena,0
AJAIBBBBB,ajaib,0
SAAYYYYY,sayang,0
sm,sama,0
ttg,tentang,0
Ayang,sayang,0
seneng,senang,0
dengernya,mendengarnya,1
stiap,setiap,0
langka,langkah,0
sllu,selalu,0
ama,sama,0
tp,tapi,0
ama,sama,0
emak2,emak-emak,1
abs,habis,0
amiiinnnnn,amin,0
smoga,semoga,0
ma,sama,0
ga,enggak,0
cck,cocok,0
wkt,waktu,0
bingitss,banget,0
Gemmeezz,gemas,0
cm,cuma,0
tp,tapi,0
bkn,bukan,0
baguss,bagus,0
guanteenng,ganteng,0
Aminnnnn,amin,0
sukaaaa,suka,0
Kereennn,keren,0
yng,yang,0
Tau,tahu,0
gak,enggak,0
yg,yang,0
berkeluaraga,berkeluarga,0
brsma,bersama,0
inget,ingat,0
aja,saja,0
sdh,sudah,0
dg,dengan,0
apa2,apa-apa,0
udah,sudah,0
Seneng,senang,0
buktiin,membuktikan,1
bgt,banget,0
ama,sama,0
Tabar,sabar,0
dgn,dengan,0
yg,yang,0
pengen,pengin,0
bangg,bang,0
s/d,s.d.,1
thn,tahun,0
utk,untuk,0
ga,enggak,0
dkt,dekat,0
wanjooy,anjir,1
ea,ya,0
kk,kakak,0
nyempatin,menyempatkan,0
ngobrol,mengobrol,0
sm,sama,0
lafalz,lafal,1
kalo,kalau,0
trusss,terus,0
kk,kakak,0
utk,untuk,0
Udah,sudah,0
ngepoin,kepo,1
qaqa,kakak,0
ngak,enggak,0
ngak,enggak,0
rilex,rileks,1
Lgsg,langsung,0
sdh,sudah,0
gak,enggak,0
lbih,lebih,0
klu,kalau,0
cewe,cewek,0
dapetin,mendapatkan,1
uda,sudah,0
ANJENG,anjing,1
iyaaakkk,iya,0
bangeeett,banget,0
nyaranin,menyarankan,0
pake,pakai,0
dr,dari,0
skrng,sekarang,0
ja,saja,0
Npa,kenapa,0
Yg,yang,0
udah,sudah,0
ngebantu,membantu,1
yg,yang,0
kaka,kakak,0
kenalin,perkenalkan,1
bingits,banget,0
drpd,daripada,0
sukaaa,suka,0
dgn,dengan,0
kl,kalau,0
ngumbar,mengumbar,0
dhpus,dihapus,1
smua,semua,0
tteh,teteh,0
bsa,bisa,0
at,atau,0
kdng,kadang,0
kdang,kadang,0
knan,kanan,0
kdng,kadang,0
tdk,tidak,0
hbs,habis,0
nyusui,menyusui,0
madep,menghadap,1
bt,buat,0
uda,sudah,0
stressssss,stres,0
tdak,tidak,0
bangetss,banget,0
kmrn,kemarin,0
Gakkk,enggak,0
nyanyiin,menyanyikan,1
Romanis,romantis,0
Ga,enggak,0
ksh,kasih,0
tau,tahu,0
jd,jadi,0
gak,enggak,0
bg,bang,0
keceee,kece,0
klu,kalau,0
slmat,selamat,1
Smkin,semakin,0
skses,sukses,0
y,ya,0
mlu,mulu,1
sgtu,sebegitu,1
paati,pasti,0
dapetin,mendapatkan,1
bersertipikat,bersertifikat,1
nyaranin,menyarankan,1
infoin,menginformasikan,1
ngajak,mengajak,1
dmana,dimana,1
lbh,lebih,0
jgn,jangan,0
tapiiiii,tapi,0
liat,lihat,0
menurutq,menurutku,1
Lucuuuuuuuu,lucu,0
dy,dia,0
mo,mau,0
Bungkusin,membungkus,1
atu,satu,0
emang,memang,0
bener,benar,0
bgt,banget,0
skrg,sekarang,0
ngganteng,ganteng,0
manteb,mantap,0
BUKTIIN,membuktikan,1
prnh,pernah,0
kyk,kayak,0
gtu,begitu,0
make,memakai,0
jgn,jangan,0
gk,enggak,0
elo,lo,0
Emang,memang,0
utk,untuk,0
tau,tahu,0
smua,semua,0
hrs,harus,0
jd,jadi,0
dlu,dulu,0
Skrg,sekarang,0
udh,sudah,0
ttg,tentang,0
gw,gue,0
mang,memang,0
ckup,cukup,0
tau,tahu,0
ttg,tentang,0
kbiasaan,kebiasaan,0
udh,sudah,0
tp,tapi,0
yg,yang,0
skrg,sekarang,0
sapa,siapa,0
hdpnya,hidupnya,1
lbh,lebih,0
wuenak,enak,0
gk,enggak,0
byk,banyak,0
ngomong,mengomong,0
rmh,rumah,0
aja,saja,0
pake,pakai,0
pny,punya,0
anknya,anaknya,1
utk,untuk,0
pngalihan,pengalihan,0
rmh,rumah,0
jalan2,jalan-jalan,0
gk,enggak,0
prnh,pernah,0
tdr,tidur,0
Org,orang,0
dr,dari,0
sbuah,sebuah,0
bkn,bukan,0
spt,seperti,0
yg,yang,0
ARTIS2,artis-artis,0
gemez,gemas,0
jgn,jangan,0
bingit,banget,0
CANSSSS,cantik,1
baget,banget,0
mirippp,mirip,0
tpi,tapi,0
Cpt,cepat,0
q,aku,0
ud,sudah,0
ucapin,mengucapkan,0
tp,tapi,0
mw,mau,0
ngasih,mengasih,0
qmu,kamu,0
tp,tapi,0
gmn,bagaimana,0
ngasihnya,mengasihnya,1
Klo,kalau,0
qmu,kamu,0
dket,dekat,0
kabarin,mengabarkan,0
bsa,bisa,0
ksh,kasih,0
mirp,mirip,0
kwad,kuat,0
blaz,balas,0
kyk,kayak,0
UTK,untuk,0
YG,yang,0
Sm2,sama-sama,1
km,kamu,0
bgt,banget,0
Gakkkk,enggak,0
Tp,tapi,0
sperti,seperti,0
Main2,main-main,1
cuooocok,cocok,0
Cantiikkkk,cantik,0
bgt,banget,0
Mantappp,mantap,0
sm,sama,0
utk,untuk,0
sm,sama,0
jln,jalan,0
Ngakak,mengakak,0
Klw,kalau,0
drpd,daripada,0
kelihtan,kelihatan,0
tkng,tukang,0
smbil,sambil,0
minum2,minum-minum,1
ma,sama,0
sdh,sudah,0
lm,lama,0
sblm,sebelum,0
ma,sama,0
trkenal,terkenal,0
tdk,tidak,0
rmh,rumah,0
tdk,tidak,0
bs,bisa,0
Krn,karena,0
hrs,harus,0
sprti,seperti,0
Jd,jadi,0
jgn,jangan,0
bln,bulan,0
Njirrr,anjir,1
nguakak,mengakak,0
jg,juga,0
pake,pakai,0
jg,juga,0
keliatan,kelihatan,0
ngerasain,merasakan,0
hdp,hidup,0
atw,atau,0
masing2,masing-masing,0
atw,atau,0
ga,enggak,0
keliatan,kelihatan,0
jg,juga,0
msh,masih,0
Kaka,kakak,0
udaah,sudah,0
sampe,sampai,0
ama,sama,0
udah,sudah,0
udh,sudah,0
sm,sama,0
ga,enggak,0
lupain,melupakan,1
hati,enggak,0
boong,bohong,0
blm,belum,0
pny,punya,0
tengaj,tengah,0
Setujuuuuuuuuuuu,setuju,0
Smua,semua,0
tgl,tinggal,0
mslh,masalah,0
sm,sama,0
yg,yang,0
dr,dari,0
pd,pada,0
Gemes,gemas,0
bnget,banget,0
sma,sama,0
senengg,senang,0
bgtt,banget,0
sm,sama,0
Gemaaaay,gemas,0
bgt,banget,0
kyk,kayak,0
Vangkee,bangkai,1
smoga,semoga,0
bat,banget,0
Beneran,benaran,1
Bagus2,bagus-bagus,0
lg,lagi,0
gk,enggak,0
pny,punya,0
ank,anak,0
aja,saja,0
org,orang,0
gk,enggak,0
tau,tahu,0
sbnrny,sebenarnya,0
trjd,terjadi,0
dlm,dalam,0
mrk,mereka,0
gk,enggak,0
mkir,memikir,1
bhw,bahwa,0
mgkn,mungkin,0
hny,hanya,0
slah,salah,0
22nya,dua-duanya,1
ngatain,mengatai,0
apalai,apalagi,0
bngt,banget,0
tidk,tidak,0
bgt,banget,0
bingit,banget,0
ucul,lucu,1
bnr,benar,0
Seneng,senang,0
liatx,lihatnya,1
ga,enggak,0
bosen,bosan,0
puter,putar,0
aga,agak,0
aq,aku,0
aj,saja,0
tetep,tetap,0
emng,memang,0
dsar,dasar,0
udh,sudah,0
dri,dari,0
skrg,sekarang,0
banyakkkk,banyak,0
Iy,iya,0
sy,saya,0
org,orang,0
tmpat,tempat,0
repot2,repot-repot,1
Ckup,cukup,0
bhw,bahwa,0
banyaaaaaak,banyak,0
org2,orang-orang,1
ga,enggak,0
tau,tahu,0
Klo,kalau,0
mmg,memang,0
knp,kenapa,0
bhwa,bahwa,0
dr,dari,0
Mgkn,mungkin,0
dg,dengan,0
anak2mu,anak-anakmu,1
bs,bisa,0
mgkn,mungkin,0
anak2,anak-anak,0
knpa,kenapa,0
pda,pada,0
cmn,cuman,0
gara2,gara-gara,0
ajaa,saja,0
bnr,benar,0
smoga,semoga,0
psangan,pasangan,0
Lgi,lagi,0
kk,kakak,0
bgett,banget,0
Cocokkkkkk,cocok,0
komen,komentar,0
SUAMIIIIIIIIII,suami,0
GUAAAAA,gua,0
ngakak,mengakak,0
asliii,asli,0
rasain,rasakan,1
ngakak,mengakak,0
karna,karena,0
kliatan,kelihatan,0
Smoga,semoga,0
cpt,cepat,0
pake,pakai,0
msih,masih,0
aka,saja,0
sm,sama,0
emg,memang,0
kamuuuu,kamu,0
krudungnya,kerudungnya,1
DIPUTUSIN,diputuskan,1
KM,kamu,0
kngen,kangen,0
dgn,dengan,0
ekting,akting,0
klian,kalian,0
brdua,berdua,0
ynk,sayang,0
batre,baterai,0
ajah,saja,0
ANJJJJJJJJ,anjir,1
BGTTT,banget,0
liaat,lihat,0
dr,dari,0
sampe,sampai,0
skrg,sekarang,0
ni,ini,0
Njirrr,anjir,1
drpd,daripada,0
km,kamu,0
nurutin,menuruti,1
gmn,bagaimana,0
gt,begitu,0
tp,tapi,0
g,enggak,0
fto,foto,0
stiap,setiap,0
lkuin,lakukan,1
ttep,tetap,0
dlu,dulu,0
wktu,waktu,0
knp,kenapa,0
bgttt,banget,0
cans,cantik,0
bangettt,banget,0
maauuu,mau,0
jd,jadi,0
ad,ada,0
orng,orang,0
ap,apa,0
ank,anak,0
s/d,s.d.,1
thn,tahun,0
sdkt,sedikit,0
cb,coba,0
mbk,mbak,0
